"date","hour","obs","click_bool","booking_bool","gross_bookings_usd"
"2012-12-31","22",311,21,12,6056.44
"2012-12-31","23",410,19,7,5133.21
"2013-01-01","00",35,2,2,266.66
"2013-01-01","01",154,17,4,2369.9
"2013-01-01","02",105,5,4,1239.78
"2013-01-01","03",176,7,5,3063.88
"2013-01-01","04",249,9,6,724.98
"2013-01-01","05",352,16,10,2312.11
"2013-01-01","06",576,25,16,4049.83
"2013-01-01","07",784,30,21,6591.38
"2013-01-01","08",1258,52,30,7601.68
"2013-01-01","09",1256,63,41,20077.98
"2013-01-01","10",1831,78,42,13113.71
"2013-01-01","11",1461,60,43,24724.03
"2013-01-01","12",2098,90,51,18196.47
"2013-01-01","13",1668,70,51,27360.28
"2013-01-01","14",1432,59,32,18393.74
"2013-01-01","15",1751,73,46,17008.69
"2013-01-01","16",1607,76,54,15860.18
"2013-01-01","17",1783,73,42,14505.75
"2013-01-01","18",2098,88,47,20941.24
"2013-01-01","19",1612,85,41,14454.49
"2013-01-01","20",1749,82,44,22682.13
"2013-01-01","21",1089,54,23,7450.26
"2013-01-01","22",1018,44,23,6643.99
"2013-01-01","23",902,49,21,7787.92
"2013-01-02","00",502,23,10,6383.07
"2013-01-02","01",299,11,8,2618.97
"2013-01-02","02",281,28,8,4733.94
"2013-01-02","03",225,9,5,2208.34
"2013-01-02","04",223,13,4,711.85
"2013-01-02","05",502,19,12,2041.38
"2013-01-02","06",662,29,19,4652.56
"2013-01-02","07",1524,58,38,12275.63
"2013-01-02","08",1893,78,51,13260.89
"2013-01-02","09",1827,73,42,15400.24
"2013-01-02","10",2040,96,60,28560.43
"2013-01-02","11",2595,117,75,24416.75
"2013-01-02","12",2188,87,57,18914.51
"2013-01-02","13",2586,110,65,22095.21
"2013-01-02","14",2094,90,58,25603.36
"2013-01-02","15",2324,93,58,21578.75
"2013-01-02","16",3108,132,70,44768.34
"2013-01-02","17",2879,115,78,32868.86
"2013-01-02","18",2699,123,72,21668.63
"2013-01-02","19",2650,113,69,25593.43
"2013-01-02","20",2002,84,51,26894.94
"2013-01-02","21",1983,87,45,15607.42
"2013-01-02","22",1308,57,28,11741.54
"2013-01-02","23",996,44,23,12008.98
"2013-01-03","00",613,24,17,8242.43
"2013-01-03","01",401,22,13,4062.73
"2013-01-03","02",88,6,3,1740.4
"2013-01-03","03",273,11,8,3213.96
"2013-01-03","04",420,17,13,6025.9
"2013-01-03","05",536,22,12,3215.99
"2013-01-03","06",936,43,25,7252.48
"2013-01-03","07",1648,66,50,22032.27
"2013-01-03","08",2248,91,58,23919.66
"2013-01-03","09",1969,80,53,16354.4
"2013-01-03","10",2311,92,59,20967.31
"2013-01-03","11",2713,109,70,27004.19
"2013-01-03","12",2224,102,51,24658.68
"2013-01-03","13",2497,99,66,23463.82
"2013-01-03","14",2056,85,55,24294.09
"2013-01-03","15",2259,109,61,21063.53
"2013-01-03","16",2747,116,69,28749.41
"2013-01-03","17",2506,116,71,31868.36
"2013-01-03","18",2569,108,62,28623.08
"2013-01-03","19",2282,103,58,21997.61
"2013-01-03","20",2111,93,49,16794.55
"2013-01-03","21",2049,85,50,22300.08
"2013-01-03","22",1599,63,41,13540.43
"2013-01-03","23",917,44,23,16236.43
"2013-01-04","00",592,26,13,4361.78
"2013-01-04","01",532,20,12,7310.11
"2013-01-04","02",312,14,9,2893.43
"2013-01-04","03",195,8,4,1343.15
"2013-01-04","04",445,21,6,2303.91
"2013-01-04","05",577,24,17,4606.97
"2013-01-04","06",1158,50,34,9229.26
"2013-01-04","07",1512,63,42,19125.61
"2013-01-04","08",1622,66,48,14282.62
"2013-01-04","09",1851,80,52,24339.13
"2013-01-04","10",2169,110,66,24555.09
"2013-01-04","11",3025,135,79,33138.08
"2013-01-04","12",2431,101,63,25740.73
"2013-01-04","13",2360,108,62,22392.75
"2013-01-04","14",2246,92,58,22072.94
"2013-01-04","15",2455,109,59,15640.28
"2013-01-04","16",2209,91,51,20080.56
"2013-01-04","17",2007,87,55,13772.63
"2013-01-04","18",2733,128,80,32951.73
"2013-01-04","19",2010,83,49,25167.94
"2013-01-04","20",1735,71,38,14582.68
"2013-01-04","21",1267,52,28,6348.81
"2013-01-04","22",1416,62,29,23203.22
"2013-01-04","23",881,47,24,11001.49
"2013-01-05","00",450,24,12,3296.02
"2013-01-05","01",404,27,9,1710.96
"2013-01-05","02",216,9,5,2015.14
"2013-01-05","03",202,8,5,2088.99
"2013-01-05","04",241,13,10,4790.68
"2013-01-05","05",545,25,14,2426.15
"2013-01-05","06",867,41,23,6765.25
"2013-01-05","07",1490,63,37,20252.96
"2013-01-05","08",1166,53,37,10721.4
"2013-01-05","09",1798,77,50,32241.44
"2013-01-05","10",1641,70,43,19449.87
"2013-01-05","11",1784,85,51,20767.38
"2013-01-05","12",2061,91,52,20315.9
"2013-01-05","13",2261,100,58,18363.77
"2013-01-05","14",2005,92,54,24295.55
"2013-01-05","15",2068,91,53,22257.43
"2013-01-05","16",1680,68,41,11412.13
"2013-01-05","17",1697,68,45,19297.09
"2013-01-05","18",1949,83,40,16109.38
"2013-01-05","19",1927,79,40,19405.88
"2013-01-05","20",1000,65,27,20436.61
"2013-01-05","21",1031,45,26,7948.06
"2013-01-05","22",827,37,17,4412.2
"2013-01-05","23",1052,43,28,9160.28
"2013-01-06","00",606,31,16,7914.46
"2013-01-06","01",349,17,9,3244.26
"2013-01-06","02",114,4,1,975.36
"2013-01-06","03",318,14,7,3329.72
"2013-01-06","04",368,15,10,4432.14
"2013-01-06","05",321,13,9,3483.21
"2013-01-06","06",851,35,17,10662.76
"2013-01-06","07",939,39,21,6353.87
"2013-01-06","08",1516,65,42,12508.32
"2013-01-06","09",1461,62,43,23574.39
"2013-01-06","10",1562,77,37,25740.03
"2013-01-06","11",1603,78,42,19593.31
"2013-01-06","12",1871,76,47,21766.52
"2013-01-06","13",2325,107,58,44636.48
"2013-01-06","14",2187,92,59,26285.17
"2013-01-06","15",2503,106,71,24475.29
"2013-01-06","16",2434,116,65,27680.61
"2013-01-06","17",3030,124,75,38048.02
"2013-01-06","18",2914,121,76,41834.7
"2013-01-06","19",2648,111,59,17630.68
"2013-01-06","20",2085,96,55,17061.62
"2013-01-06","21",1731,78,41,14483.35
"2013-01-06","22",1014,43,28,14078.43
"2013-01-06","23",717,42,16,5128.26
"2013-01-07","00",400,23,9,1787.6
"2013-01-07","01",340,31,6,1606.46
"2013-01-07","02",525,24,15,5805.3
"2013-01-07","03",166,6,3,1195.07
"2013-01-07","04",417,20,13,4231.71
"2013-01-07","05",540,22,14,4317.52
"2013-01-07","06",917,36,27,9076.81
"2013-01-07","07",1446,58,36,13356.76
"2013-01-07","08",1726,71,42,14801.1
"2013-01-07","09",2138,93,55,20426.77
"2013-01-07","10",3190,138,66,28067.59
"2013-01-07","11",2543,107,65,24235.73
"2013-01-07","12",2542,108,76,28898.01
"2013-01-07","13",2523,115,63,28387.92
"2013-01-07","14",2899,115,72,21104.52
"2013-01-07","15",2732,113,70,36261.32
"2013-01-07","16",2956,128,81,25773.52
"2013-01-07","17",2808,111,69,25644.47
"2013-01-07","18",2622,126,74,24189.62
"2013-01-07","19",2632,123,58,28055.14
"2013-01-07","20",2480,99,55,23698.54
"2013-01-07","21",2025,87,48,21294.73
"2013-01-07","22",1956,78,48,18219.75
"2013-01-07","23",1166,51,29,12440.52
"2013-01-08","00",610,25,13,4943.42
"2013-01-08","01",303,10,6,3729.6
"2013-01-08","02",258,13,4,960.12
"2013-01-08","03",270,10,7,2102.44
"2013-01-08","04",480,21,9,2779.39
"2013-01-08","05",698,33,19,13328.13
"2013-01-08","06",1228,58,32,11289.43
"2013-01-08","07",1584,68,38,24406.65
"2013-01-08","08",2055,94,52,19993.06
"2013-01-08","09",2230,93,60,16527.22
"2013-01-08","10",2551,104,63,25079.51
"2013-01-08","11",3602,157,101,33948.28
"2013-01-08","12",2245,137,65,20754.77
"2013-01-08","13",2811,123,78,38273.28
"2013-01-08","14",2725,114,71,30183.06
"2013-01-08","15",2163,105,50,15929.44
"2013-01-08","16",2700,125,73,36715.08
"2013-01-08","17",2846,124,71,23199.81
"2013-01-08","18",2326,101,61,31567.77
"2013-01-08","19",2859,120,72,26903.77
"2013-01-08","20",2598,105,61,26637.06
"2013-01-08","21",2337,108,61,33125.05
"2013-01-08","22",1875,113,49,24829.95
"2013-01-08","23",801,45,19,5771.93
"2013-01-09","00",764,33,19,8608.37
"2013-01-09","01",408,25,11,6354.08
"2013-01-09","02",233,9,6,3476.09
"2013-01-09","03",324,14,7,1917.7
"2013-01-09","04",299,13,8,2794.67
"2013-01-09","05",630,23,16,8045.91
"2013-01-09","06",1543,70,38,12540.75
"2013-01-09","07",1603,68,41,15613.07
"2013-01-09","08",1857,76,51,18189.03
"2013-01-09","09",2550,108,64,35668.7
"2013-01-09","10",2937,121,85,30897.43
"2013-01-09","11",2601,118,74,31454.81
"2013-01-09","12",2541,106,63,29223.58
"2013-01-09","13",2816,110,68,24445.28
"2013-01-09","14",2842,123,72,26819.64
"2013-01-09","15",2777,111,73,30628.85
"2013-01-09","16",3039,131,75,37704.5
"2013-01-09","17",2636,112,67,20491.26
"2013-01-09","18",2741,126,74,26848.07
"2013-01-09","19",2761,125,65,30547.12
"2013-01-09","20",2853,130,80,37926.51
"2013-01-09","21",1984,96,54,29044.9
"2013-01-09","22",1432,55,37,15295.44
"2013-01-09","23",1421,77,34,9818.99
"2013-01-10","00",765,33,13,3393.82
"2013-01-10","01",410,16,12,3957.85
"2013-01-10","02",208,12,8,4430.47
"2013-01-10","03",267,12,8,3061.26
"2013-01-10","04",543,35,11,6258.48
"2013-01-10","05",693,39,18,7510.48
"2013-01-10","06",1186,50,33,20164.28
"2013-01-10","07",1490,61,37,14411.32
"2013-01-10","08",1623,65,45,16241.29
"2013-01-10","09",2360,98,64,20404.27
"2013-01-10","10",3204,145,91,32241.69
"2013-01-10","11",1986,79,49,13339.99
"2013-01-10","12",2668,113,68,24681.93
"2013-01-10","13",2559,117,65,23387.96
"2013-01-10","14",2110,98,59,26180.78
"2013-01-10","15",2657,126,76,32281.94
"2013-01-10","16",2828,109,75,32358.43
"2013-01-10","17",2513,117,70,28003.23
"2013-01-10","18",2623,112,74,31546.35
"2013-01-10","19",3181,129,78,25886.5
"2013-01-10","20",2328,99,66,27404.66
"2013-01-10","21",1975,80,49,23227.41
"2013-01-10","22",1703,67,44,17456.44
"2013-01-10","23",1002,43,17,11070.56
"2013-01-11","00",529,24,14,4833.85
"2013-01-11","01",652,32,16,7674.34
"2013-01-11","02",377,20,9,4200.95
"2013-01-11","03",273,10,4,602.56
"2013-01-11","04",307,12,9,4155
"2013-01-11","05",596,24,16,4112.07
"2013-01-11","06",1126,45,30,11936.11
"2013-01-11","07",1388,64,45,15431.09
"2013-01-11","08",2104,92,53,16923.27
"2013-01-11","09",1958,80,64,33359.57
"2013-01-11","10",2579,115,74,33825.7
"2013-01-11","11",2055,95,58,24067.06
"2013-01-11","12",2822,119,72,26841.03
"2013-01-11","13",2467,108,61,24017.89
"2013-01-11","14",2687,112,63,24607.7
"2013-01-11","15",2641,108,65,28537.86
"2013-01-11","16",2202,91,61,30760.23
"2013-01-11","17",1867,77,47,21288.72
"2013-01-11","18",2086,100,57,25491.37
"2013-01-11","19",2261,94,60,26393.05
"2013-01-11","20",2257,93,57,26650.88
"2013-01-11","21",1271,59,35,13429.67
"2013-01-11","22",1045,50,34,11533.67
"2013-01-11","23",1036,49,24,11135.97
"2013-01-12","00",501,18,11,2847.07
"2013-01-12","01",400,20,11,5472.13
"2013-01-12","02",165,11,3,2402.33
"2013-01-12","03",421,22,8,1942.23
"2013-01-12","04",394,18,9,1974.2
"2013-01-12","05",438,18,12,2662.83
"2013-01-12","06",750,31,21,8864.61
"2013-01-12","07",1161,47,28,12511.17
"2013-01-12","08",1473,59,38,13224.19
"2013-01-12","09",1690,65,41,7899.27
"2013-01-12","10",1581,66,38,13819.67
"2013-01-12","11",2008,90,58,19083.66
"2013-01-12","12",1721,76,46,21974.16
"2013-01-12","13",1938,87,53,23361.69
"2013-01-12","14",1925,96,45,13510.88
"2013-01-12","15",1976,85,53,23002.1
"2013-01-12","16",2047,94,56,26758.1
"2013-01-12","17",1642,71,43,18417.91
"2013-01-12","18",1953,91,48,18131.14
"2013-01-12","19",1811,75,44,18706.7
"2013-01-12","20",1733,79,40,27297.65
"2013-01-12","21",1171,52,37,15080.9
"2013-01-12","22",1254,59,28,21861.3
"2013-01-12","23",830,38,25,8439.78
"2013-01-13","00",609,27,18,5748.95
"2013-01-13","01",231,11,7,3834.44
"2013-01-13","02",209,15,6,1494.94
"2013-01-13","03",274,11,7,3842.87
"2013-01-13","04",348,16,8,4141.51
"2013-01-13","05",576,23,13,4876.77
"2013-01-13","06",611,26,20,8370.31
"2013-01-13","07",1358,61,40,11444.17
"2013-01-13","08",1523,75,39,19276.96
"2013-01-13","09",1738,76,41,13959.57
"2013-01-13","10",2379,100,65,35344.31
"2013-01-13","11",2188,90,59,29027.68
"2013-01-13","12",2165,102,60,22185.26
"2013-01-13","13",2360,89,58,19936.94
"2013-01-13","14",2758,119,69,33708.86
"2013-01-13","15",2904,129,73,33634.83
"2013-01-13","16",3082,128,75,24427.4
"2013-01-13","17",2763,122,70,27224.79
"2013-01-13","18",2824,122,74,30867.36
"2013-01-13","19",2850,119,65,22765.49
"2013-01-13","20",1739,73,39,14102.46
"2013-01-13","21",1998,100,43,15456.3
"2013-01-13","22",1509,65,44,15827.08
"2013-01-13","23",727,36,22,9251.66
"2013-01-14","00",560,25,12,9481.28
"2013-01-14","01",220,10,6,1339.14
"2013-01-14","02",134,7,4,1832.33
"2013-01-14","03",229,11,6,3208.3
"2013-01-14","04",365,15,9,4337.18
"2013-01-14","05",736,29,20,10050.54
"2013-01-14","06",1381,56,36,15433.38
"2013-01-14","07",1752,71,34,8935.72
"2013-01-14","08",2726,112,76,30478.48
"2013-01-14","09",2330,95,57,24470.54
"2013-01-14","10",3200,129,84,24704.42
"2013-01-14","11",2517,114,70,27810.67
"2013-01-14","12",3361,141,81,28573.13
"2013-01-14","13",3144,134,81,31153.72
"2013-01-14","14",3137,129,73,28081.45
"2013-01-14","15",2916,115,68,33333.61
"2013-01-14","16",3407,152,81,33004.78
"2013-01-14","17",3462,162,94,43420.43
"2013-01-14","18",2964,128,76,33833.7
"2013-01-14","19",2832,126,68,24916.73
"2013-01-14","20",2375,107,64,28171.47
"2013-01-14","21",2349,112,58,31834.86
"2013-01-14","22",1629,66,32,14606.03
"2013-01-14","23",1085,49,27,10725.19
"2013-01-15","00",649,32,13,7633.95
"2013-01-15","01",510,26,11,4245.11
"2013-01-15","02",439,17,11,6330.16
"2013-01-15","03",168,8,3,568.92
"2013-01-15","04",521,33,12,5052.52
"2013-01-15","05",840,34,22,11292.51
"2013-01-15","06",1312,55,31,14006.44
"2013-01-15","07",1501,70,42,18322.06
"2013-01-15","08",2048,78,45,17644.1
"2013-01-15","09",2427,103,69,25206.73
"2013-01-15","10",2460,106,63,21584.54
"2013-01-15","11",2783,125,64,22469.37
"2013-01-15","12",2656,118,78,37424.34
"2013-01-15","13",3120,146,80,20026.91
"2013-01-15","14",2699,125,72,37352.09
"2013-01-15","15",3037,138,83,28101.36
"2013-01-15","16",3166,137,79,27443.86
"2013-01-15","17",2592,109,69,31384.81
"2013-01-15","18",2883,115,79,31349.88
"2013-01-15","19",3345,143,90,32535.63
"2013-01-15","20",2789,133,76,28093.93
"2013-01-15","21",2305,100,54,24577.46
"2013-01-15","22",1557,66,40,18017.03
"2013-01-15","23",1141,61,31,16800.06
"2013-01-16","00",503,26,16,8229.63
"2013-01-16","01",388,17,12,2264.86
"2013-01-16","02",319,12,8,9789.96
"2013-01-16","03",304,13,12,8397.27
"2013-01-16","04",384,18,10,3707.73
"2013-01-16","05",681,29,16,7169.86
"2013-01-16","06",1159,55,38,15791.39
"2013-01-16","07",1902,86,50,16256.04
"2013-01-16","08",2083,87,58,19576.69
"2013-01-16","09",2628,106,69,28902.6
"2013-01-16","10",2200,91,59,21629.43
"2013-01-16","11",3109,133,78,27631.24
"2013-01-16","12",2312,120,68,25019.37
"2013-01-16","13",2524,118,70,28139.13
"2013-01-16","14",2817,123,71,29554.68
"2013-01-16","15",2385,110,70,24430.03
"2013-01-16","16",2550,119,74,31598.21
"2013-01-16","17",2958,138,82,27673.06
"2013-01-16","18",3235,130,78,41184.62
"2013-01-16","19",2867,117,78,26381.73
"2013-01-16","20",2581,105,72,22656.22
"2013-01-16","21",1769,70,47,18788.68
"2013-01-16","22",1359,71,27,6953.75
"2013-01-16","23",980,49,32,13027.71
"2013-01-17","00",679,36,19,14120.29
"2013-01-17","01",286,11,5,505.09
"2013-01-17","02",245,10,9,3608.96
"2013-01-17","03",398,18,8,4363.77
"2013-01-17","04",256,17,9,1593.9
"2013-01-17","05",539,22,18,13107.29
"2013-01-17","06",1006,38,26,9429.26
"2013-01-17","07",1736,80,46,26801.18
"2013-01-17","08",2126,82,57,20048.76
"2013-01-17","09",2247,96,68,29814.56
"2013-01-17","10",2407,108,65,20070.11
"2013-01-17","11",3061,126,86,31971.3
"2013-01-17","12",2738,111,74,24469.3
"2013-01-17","13",2659,117,68,21061.48
"2013-01-17","14",2744,117,72,21914.87
"2013-01-17","15",2470,117,63,21775.05
"2013-01-17","16",2502,105,57,16053.22
"2013-01-17","17",3025,130,78,38855.86
"2013-01-17","18",2483,106,69,26338.89
"2013-01-17","19",2294,105,61,24889.84
"2013-01-17","20",2195,91,54,20307.59
"2013-01-17","21",1814,87,48,16096.46
"2013-01-17","22",1213,62,29,13321.34
"2013-01-17","23",720,34,23,13706.58
"2013-01-18","00",390,20,6,3597.59
"2013-01-18","01",475,21,12,6611.56
"2013-01-18","02",355,14,8,1517.04
"2013-01-18","03",221,9,5,931.36
"2013-01-18","04",554,25,14,3867.72
"2013-01-18","05",628,24,17,12183.36
"2013-01-18","06",1129,44,32,18447.41
"2013-01-18","07",1902,78,53,14982.08
"2013-01-18","08",1593,62,50,17774.47
"2013-01-18","09",2538,103,66,21483.56
"2013-01-18","10",2510,110,70,25667.82
"2013-01-18","11",3113,140,91,37495.19
"2013-01-18","12",2640,117,80,35562.29
"2013-01-18","13",2793,121,78,32724.22
"2013-01-18","14",2781,125,77,30607.48
"2013-01-18","15",2142,94,64,21994.84
"2013-01-18","16",2154,98,57,23102.27
"2013-01-18","17",2686,109,75,31409.26
"2013-01-18","18",2092,109,63,20773.09
"2013-01-18","19",2015,94,54,27174.89
"2013-01-18","20",1972,90,47,13482.2
"2013-01-18","21",1423,63,34,11261.55
"2013-01-18","22",891,37,22,9615.06
"2013-01-18","23",983,41,21,5834.48
"2013-01-19","00",676,25,14,2582.28
"2013-01-19","01",385,17,9,1277.04
"2013-01-19","02",381,15,9,2831.2
"2013-01-19","03",217,11,6,3503.59
"2013-01-19","04",239,11,8,2589.99
"2013-01-19","05",595,24,14,4577.4
"2013-01-19","06",920,36,26,10079.12
"2013-01-19","07",1223,55,32,12401.53
"2013-01-19","08",1031,43,25,9520.46
"2013-01-19","09",1861,79,57,25608.77
"2013-01-19","10",1862,94,60,24297.32
"2013-01-19","11",2184,96,65,23989.17
"2013-01-19","12",1832,79,47,20258.94
"2013-01-19","13",2054,87,53,22757.32
"2013-01-19","14",2161,99,59,18787.72
"2013-01-19","15",2069,85,58,27112.29
"2013-01-19","16",2135,86,53,15965.51
"2013-01-19","17",2087,85,50,19652.38
"2013-01-19","18",1737,74,47,14199.79
"2013-01-19","19",1910,81,45,17426.91
"2013-01-19","20",1474,68,33,15875.49
"2013-01-19","21",1280,60,40,13315.17
"2013-01-19","22",936,46,21,7222.13
"2013-01-19","23",724,30,17,6015.8
"2013-01-20","00",703,28,19,12209.02
"2013-01-20","01",179,9,6,1149.41
"2013-01-20","02",309,13,7,1216.52
"2013-01-20","03",230,11,6,5369.4
"2013-01-20","04",341,13,9,2743.61
"2013-01-20","05",389,16,10,4175.52
"2013-01-20","06",730,27,16,6947.19
"2013-01-20","07",894,35,21,8356.05
"2013-01-20","08",1292,57,29,11959.59
"2013-01-20","09",1634,73,45,20834.04
"2013-01-20","10",1549,70,39,14076.49
"2013-01-20","11",2250,94,52,16320.53
"2013-01-20","12",2330,93,56,27298.53
"2013-01-20","13",2494,104,69,30932.39
"2013-01-20","14",2149,99,58,17843.05
"2013-01-20","15",2251,93,60,37745.61
"2013-01-20","16",2700,111,67,24527.37
"2013-01-20","17",3298,142,78,33895.41
"2013-01-20","18",2996,127,76,36347.77
"2013-01-20","19",2562,122,55,28050.23
"2013-01-20","20",2258,109,53,25606.88
"2013-01-20","21",1937,86,47,23130.3
"2013-01-20","22",1586,70,41,21104.35
"2013-01-20","23",775,34,19,11960.46
"2013-01-21","00",368,21,11,3515.39
"2013-01-21","01",384,18,11,4964.17
"2013-01-21","02",361,14,9,4115.56
"2013-01-21","03",234,11,7,6408.9
"2013-01-21","04",366,21,12,3720.13
"2013-01-21","05",556,21,15,5243.1
"2013-01-21","06",1103,47,28,7135.12
"2013-01-21","07",1532,64,45,16776.75
"2013-01-21","08",2361,91,69,21795.98
"2013-01-21","09",2689,125,70,24983.11
"2013-01-21","10",2413,104,70,23420.63
"2013-01-21","11",2424,117,63,28826.36
"2013-01-21","12",3400,141,96,43625.91
"2013-01-21","13",2957,119,75,37076.99
"2013-01-21","14",2831,124,65,27163.94
"2013-01-21","15",2852,132,75,29699.4
"2013-01-21","16",2924,135,86,36317.4
"2013-01-21","17",2740,112,63,30381.26
"2013-01-21","18",2759,125,69,33762.88
"2013-01-21","19",2574,110,69,37219.22
"2013-01-21","20",1896,98,52,20767.87
"2013-01-21","21",1845,79,50,24937.95
"2013-01-21","22",1385,67,41,25740.67
"2013-01-21","23",931,40,23,8903.99
"2013-01-22","00",729,28,19,4959.66
"2013-01-22","01",376,16,9,1649.59
"2013-01-22","02",229,9,5,2142.11
"2013-01-22","03",195,8,5,7075.76
"2013-01-22","04",288,11,11,5006.56
"2013-01-22","05",659,30,19,6105.56
"2013-01-22","06",1050,38,29,7627.25
"2013-01-22","07",1484,57,42,12219.37
"2013-01-22","08",1760,74,46,19715.42
"2013-01-22","09",2247,96,63,22334.99
"2013-01-22","10",2567,108,61,27440.25
"2013-01-22","11",2641,119,69,33524.63
"2013-01-22","12",2424,106,63,38343.85
"2013-01-22","13",2851,120,70,39269.65
"2013-01-22","14",2273,107,63,29645.99
"2013-01-22","15",2120,96,58,22303.03
"2013-01-22","16",2685,114,70,34934.89
"2013-01-22","17",2892,119,79,28256.55
"2013-01-22","18",2780,112,73,27748.95
"2013-01-22","19",2919,126,67,34278.29
"2013-01-22","20",2044,88,57,20051.26
"2013-01-22","21",2017,96,52,26228.42
"2013-01-22","22",1807,74,52,21615.11
"2013-01-22","23",1097,50,35,14066.87
"2013-01-23","00",875,41,19,13904.5
"2013-01-23","01",360,21,10,5361.04
"2013-01-23","02",227,12,4,3129.48
"2013-01-23","03",418,20,13,3146.86
"2013-01-23","04",447,24,16,3543.45
"2013-01-23","05",928,37,25,7811.21
"2013-01-23","06",1022,46,27,13806.35
"2013-01-23","07",1918,78,54,23801.93
"2013-01-23","08",1759,73,45,15832.9
"2013-01-23","09",2745,112,69,27148.99
"2013-01-23","10",2409,102,58,23553.61
"2013-01-23","11",2758,121,81,31219.82
"2013-01-23","12",3208,140,84,37529.13
"2013-01-23","13",2565,108,75,24406.23
"2013-01-23","14",2165,100,60,20397.01
"2013-01-23","15",2601,108,68,22113.54
"2013-01-23","16",2784,110,74,26054.43
"2013-01-23","17",2931,124,82,33160.18
"2013-01-23","18",2762,129,69,27326.11
"2013-01-23","19",3329,149,81,29109.75
"2013-01-23","20",2753,127,71,26705.65
"2013-01-23","21",1926,89,47,17695.23
"2013-01-23","22",1580,67,41,12880.9
"2013-01-23","23",1172,59,32,12937.85
"2013-01-24","00",808,36,22,12959.04
"2013-01-24","01",153,6,4,890.59
"2013-01-24","02",253,11,5,954.79
"2013-01-24","03",297,13,6,8206.21
"2013-01-24","04",312,13,10,4375.66
"2013-01-24","05",786,33,20,8863.89
"2013-01-24","06",1166,49,31,13432.69
"2013-01-24","07",1575,65,37,13176.1
"2013-01-24","08",1441,64,42,20012.04
"2013-01-24","09",1949,81,45,14849.95
"2013-01-24","10",2608,116,69,26436.84
"2013-01-24","11",2457,107,67,25057.24
"2013-01-24","12",2279,101,68,23496.82
"2013-01-24","13",2241,93,54,20917.37
"2013-01-24","14",2425,113,64,27404.45
"2013-01-24","15",2107,91,47,23811.02
"2013-01-24","16",1784,90,57,24069.26
"2013-01-24","17",2874,121,75,24056.28
"2013-01-24","18",2374,102,71,25360.94
"2013-01-24","19",1806,76,49,18315.37
"2013-01-24","20",2388,100,69,23729.33
"2013-01-24","21",1696,74,44,25684.38
"2013-01-24","22",1471,54,33,11799.65
"2013-01-24","23",913,37,22,8095.59
"2013-01-25","00",895,39,19,10835.36
"2013-01-25","01",276,12,7,4368.51
"2013-01-25","02",230,8,5,1479.49
"2013-01-25","03",181,9,7,4211.75
"2013-01-25","04",398,14,7,4068.42
"2013-01-25","05",502,22,14,5573.69
"2013-01-25","06",1183,56,36,11597.47
"2013-01-25","07",1106,45,25,7170.55
"2013-01-25","08",1446,68,36,9521.67
"2013-01-25","09",2317,96,64,26337.62
"2013-01-25","10",1644,77,46,14512.5
"2013-01-25","11",2448,109,66,30043.64
"2013-01-25","12",2584,113,69,23867.7
"2013-01-25","13",2776,114,70,24602.52
"2013-01-25","14",2140,98,61,26428.51
"2013-01-25","15",2079,85,53,16741.3
"2013-01-25","16",1927,94,56,19041.25
"2013-01-25","17",1906,80,50,16877.5
"2013-01-25","18",2076,94,68,25044.01
"2013-01-25","19",1867,79,54,10237.27
"2013-01-25","20",1564,79,47,21522.02
"2013-01-25","21",1506,69,39,12589.07
"2013-01-25","22",1000,54,28,8170.13
"2013-01-25","23",777,33,11,3621.34
"2013-01-26","00",609,23,14,3031.94
"2013-01-26","01",530,28,14,3910
"2013-01-26","02",366,25,12,2598.98
"2013-01-26","03",170,6,5,902.32
"2013-01-26","04",193,11,3,862.85
"2013-01-26","05",762,30,22,5733.73
"2013-01-26","06",914,45,26,9017.29
"2013-01-26","07",1345,60,39,18218.85
"2013-01-26","08",1235,52,35,13183.38
"2013-01-26","09",1706,69,47,16645.49
"2013-01-26","10",1806,76,47,14877.08
"2013-01-26","11",1977,92,66,22580.9
"2013-01-26","12",1679,78,51,29232.94
"2013-01-26","13",1776,78,53,21268.5
"2013-01-26","14",2318,104,55,23504.57
"2013-01-26","15",2032,93,56,22881.12
"2013-01-26","16",1607,71,45,15956.45
"2013-01-26","17",1374,63,35,13345.84
"2013-01-26","18",2025,87,61,30010.64
"2013-01-26","19",1524,69,36,15408.84
"2013-01-26","20",1565,67,40,13086.59
"2013-01-26","21",886,36,17,8075.49
"2013-01-26","22",891,35,18,8616.97
"2013-01-26","23",796,34,20,10290.88
"2013-01-27","00",443,29,13,9946.58
"2013-01-27","01",491,19,12,5778.01
"2013-01-27","02",119,5,3,619.71
"2013-01-27","03",79,4,3,1380.86
"2013-01-27","04",255,11,6,2091.38
"2013-01-27","05",447,17,13,4161.5
"2013-01-27","06",993,43,26,6952.39
"2013-01-27","07",1360,53,36,11791.43
"2013-01-27","08",1454,54,35,20301.08
"2013-01-27","09",1606,85,46,22053.87
"2013-01-27","10",2242,90,56,23912.85
"2013-01-27","11",1870,78,55,21243.44
"2013-01-27","12",2297,96,59,30765.42
"2013-01-27","13",2606,105,67,29690.06
"2013-01-27","14",2463,110,66,26055.82
"2013-01-27","15",2596,111,70,37866.05
"2013-01-27","16",2939,119,68,32816.41
"2013-01-27","17",2949,128,81,34020.39
