"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","comp1_rate","comp1_inv","comp1_rate_percent_diff","comp2_rate","comp2_inv","comp2_rate_percent_diff","comp3_rate","comp3_inv","comp3_rate_percent_diff","comp4_rate","comp4_inv","comp4_rate_percent_diff","comp5_rate","comp5_inv","comp5_rate_percent_diff","comp6_rate","comp6_inv","comp6_rate_percent_diff","comp7_rate","comp7_inv","comp7_rate_percent_diff","comp8_rate","comp8_inv","comp8_rate_percent_diff","click_bool","gross_bookings_usd","booking_bool"
"172563","2013-01-18 12:24:34","5","219",NA,NA,"219","121281",3,3.5,"1",0.69,0.0443,4.84,"7",128,"0","27620",1,106,2,0,1,"1",NA,76.77,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"172630","2013-05-23 13:12:36","5","219",NA,NA,"219","98500",2,4,"1",2.2,0.0151,4.69,"8",62,"1","16570",11,73,2,0,1,"0",NA,2206.45,"0",NA,NA,NA,1,0,17,NA,NA,NA,NA,NA,NA,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"172697","2013-06-09 11:03:26","14","100",NA,NA,"219","38644",0,0,"0",0,NA,0,"26",168.68,"0","6935",7,28,2,1,1,"0",NA,295.75,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"172769","2012-12-07 14:58:08","5","219",NA,NA,"219","131240",3,4.5,"1",2.71,0.0877,4.66,"14",159,"1","19194",1,0,2,0,1,"1",NA,91.47,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"172846","2013-04-30 09:14:50","24","216",NA,NA,"216","113171",3,4,"0",3.47,0.3114,4.71,"18",38.2,"0","25107",1,78,1,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"172921","2013-05-24 19:26:29","5","219",NA,NA,"215","22668",4,4.5,"1",4.78,0.0434,5.35,"8",124,"1","2303",1,99,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"172984","2013-04-08 19:22:14","12","99",NA,NA,"215","126363",4,4,"1",4.84,0.114,4.75,"9",71.55,"1","15132",2,27,2,2,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,"0",NA,"0"
"173045","2013-06-18 10:34:50","5","219",NA,NA,"219","109195",3,4.5,"1",2.89,0.0166,0,"18",107,"0","21808",3,32,2,2,1,"1",NA,116.1,"1",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173111","2013-01-03 07:17:51","5","219",NA,NA,"219","28472",3,4.5,"0",4.68,NA,5.46,"20",305,"0","9452",2,9,5,0,1,"1",NA,591,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173179","2013-04-10 18:00:59","14","100",NA,NA,"219","13499",4,4.5,"0",2.89,0.0327,5.55,"2",159.73,"1","8347",2,220,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173247","2013-03-24 20:37:41","18","129",NA,NA,"31","52021",4,4,"0",0.69,0.0483,4.84,"15",323.46,"1","25725",2,62,3,1,2,"1",NA,841.17,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173306","2013-04-21 13:04:10","5","219",NA,NA,"219","31459",2,1.5,"1",1.1,0.0647,4.61,"14",90,"0","15592",2,3,2,0,1,"0",NA,29.37,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"173363","2013-03-20 11:04:08","14","100",NA,NA,"100","116505",4,4,"0",4.11,0.0964,5.36,"15",193.96,"0","982",1,14,2,0,1,"0",NA,39.89,"0",NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,1,0,9,NA,NA,NA,NA,NA,NA,0,0,9,"0",NA,"0"
"173419","2013-05-22 17:40:15","15","215",NA,NA,"31","35647",4,3.5,"0",0.69,0.1119,5.17,"3",174.59,"0","7386",1,2,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,20,-1,0,24,-1,0,26,NA,NA,NA,"0",NA,"0"
"173499","2013-01-30 19:15:17","5","219",NA,NA,"219","40048",2,2.5,"0",4.11,0.1083,4.54,"3",53,"0","13870",3,3,2,1,1,"1",NA,373.15,"0",NA,NA,NA,1,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"173566","2013-02-06 22:59:47","5","219",NA,NA,"219","51885",3,4.5,"1",1.1,NA,5.28,"20",135,"0","3358",1,24,2,2,1,"1",NA,39.79,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173625","2013-01-25 16:13:04","5","219",NA,NA,"219","16738",3,4,"1",0.69,NA,5.15,"4",159,"0","22165",2,200,2,0,1,"0",NA,235.55,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173680","2013-02-21 10:50:14","15","55",NA,NA,"55","77526",4,4.5,"0",5.28,0.4415,5.97,"33",421.05,"0","27397",3,122,4,1,2,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"173739","2013-03-05 00:01:01","5","219",NA,NA,"219","28504",3,3.5,"0",2.48,0.6219,5.21,"2",169,"0","88",3,94,2,0,1,"1",NA,49.8,"1",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"1",NA,"0"
"173800","2013-04-20 09:59:56","5","219",NA,NA,"219","4352",3,4,"1",2.48,NA,5.24,"16",169,"0","23475",2,1,1,0,1,"0",NA,1869.59,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"173869","2013-02-07 11:38:50","5","219",NA,NA,"219","19688",4,4.5,"1",3.69,0.1069,5.69,"28",229,"0","9137",1,2,2,0,1,"1",NA,171.78,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,86,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"173944","2013-03-23 20:26:51","5","219",NA,NA,"219","80778",3,3.5,"0",2.08,0.1571,4.94,"4",209,"0","25593",1,6,2,2,1,"1",NA,206.61,"0",NA,NA,NA,0,0,NA,0,0,6,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"174015","2013-03-24 07:51:01","18","56",NA,NA,"99","3334",3,4,"0",6.14,0.0277,5.28,"27",184.46,"0","13292",3,21,2,0,1,"0",NA,NA,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,"0",NA,"0"
"174074","2013-03-03 17:33:33","5","219",NA,NA,"219","85728",2,3,"1",1.79,0.0016,4.51,"26",77,"0","3073",1,1,1,1,2,"0",NA,235.07,"0",NA,NA,NA,0,0,NA,0,0,11,NA,NA,NA,0,-1,3,NA,NA,NA,NA,NA,NA,0,0,7,"0",NA,"0"
"174135","2013-05-06 16:03:38","5","219",NA,NA,"219","34583",4,4.5,"1",3.93,0.1274,5.52,"28",229,"0","7434",4,150,3,0,1,"1",NA,2387.11,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174202","2013-06-15 14:04:27","15","55",NA,NA,"129","69554",5,0,"0",0,1e-04,0,"36",157.06,"0","16086",2,4,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174267","2013-05-17 20:41:26","5","220",NA,NA,"219","96707",2,3.5,"1",3.33,0.1238,4.4,"20",126,"0","24403",5,88,3,0,1,"0",NA,8460.63,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174326","2013-01-27 21:43:53","24","216",NA,NA,"219","18569",4,4.5,"1",4.74,0.4738,6.01,"33",598.89,"1","20319",6,22,2,1,1,"0",NA,NA,"1",NA,NA,NA,0,0,NA,0,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"174397","2013-05-07 11:48:46","5","219",NA,NA,"219","37567",2,4.5,"0",2.83,0.0138,4.21,"8",53,"1","19222",1,8,1,0,1,"0",NA,2386.84,"0",NA,NA,NA,1,0,5,NA,NA,NA,NA,NA,NA,1,0,16,NA,NA,NA,NA,NA,NA,1,0,16,"0",NA,"0"
"174456","2013-01-02 21:49:25","23","181",NA,NA,"81","70071",2,0,"0",2.64,NA,3.57,"16",31.14,"0","28088",7,249,1,1,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174529","2012-12-20 20:07:00","24","216",NA,NA,"225","50939",3,3.5,"0",4.34,NA,4.79,"21",113.14,"0","16894",2,13,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,10,-1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174583","2013-01-13 20:12:07","5","219",NA,NA,"219","57934",3,4,"1",4.26,0.179,5.27,"12",179,"0","13870",5,75,2,3,1,"0",NA,NA,"0",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"0",NA,"0"
"174638","2012-12-13 22:05:28","5","219",NA,NA,"219","21497",3,3,"0",2.4,NA,5.28,"12",215,"0","2108",3,12,2,0,1,"0",NA,169.41,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174710","2013-06-02 11:23:06","5","219",NA,NA,"219","44890",4,4,"1",0,0.0184,5.48,"1",249,"0","23676",1,39,2,0,1,"1",NA,748.22,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174770","2013-04-19 13:07:15","5","219",NA,NA,"219","101480",4,4,"1",3.14,0.2142,5.43,"4",180,"0","5206",3,202,6,0,3,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174843","2013-02-27 07:18:58","5","219",NA,NA,"219","103225",3,4.5,"1",1.79,0.0211,5.17,"10",119,"0","24120",1,9,2,2,1,"1",NA,325.75,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"174908","2013-06-17 16:51:17","5","219",NA,NA,"219","96974",4,4,"1",2.2,0.0248,0,"34",159,"0","26928",2,25,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"174961","2012-12-04 10:10:33","5","219",NA,NA,"219","4610",4,4.5,"1",3,0.0063,5.68,"18",275,"0","3073",1,1,2,0,1,"0",NA,42.26,"0",NA,NA,NA,0,0,18,0,0,NA,NA,NA,NA,0,0,18,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"175031","2013-05-20 14:08:06","14","100",NA,NA,"100","35876",3,4.5,"1",2.77,0.0521,5.32,"6",207.01,"0","14161",1,99,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175086","2013-05-17 03:30:14","5","219",NA,NA,"55","55270",3,0,"0",5.08,NA,4.88,"27",102,"0","24752",1,38,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,"0",NA,"0"
"175148","2012-11-02 10:06:27","5","219",NA,NA,"219","13060",3,4,"1",2.2,0.0355,4.8,"26",125,"0","8909",1,1,2,2,1,"1",NA,142.31,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"175225","2013-05-17 10:40:04","5","219",NA,NA,"219","74437",4,4,"0",1.39,8e-04,5.25,"14",169,"0","16570",4,32,2,2,1,"0",-53.3749,873.7,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"175290","2013-05-31 13:44:39","15","15",NA,NA,"56","83164",3,0,"0",0.69,NA,0,"4",65.36,"0","20330",3,54,2,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175348","2013-05-23 15:09:00","12","26",NA,NA,"26","107949",5,4,"1",3.3,0.0564,5.23,"2",140.99,"0","23682",1,0,2,0,1,"1",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175409","2012-11-15 06:09:11","5","219",NA,NA,"219","24644",4,4.5,"1",3.74,NA,5.56,"20",127,"0","1727",3,3,2,0,1,"0",-21.8705,449.87,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"175498","2013-01-16 09:03:46","5","219",NA,NA,"219","12051",3,4,"0",3.58,0.5068,4.95,"3",115,"0","14053",1,107,2,2,1,"1",NA,1000.16,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175555","2013-06-13 18:36:32","22","92",NA,NA,"216","78269",2,0,"0",3.95,0.0669,0,"21",79.49,"0","28340",1,22,2,1,1,"1",-6.3825,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,7,1,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175615","2013-06-23 19:23:38","18","129",NA,NA,"219","26006",4,4.5,"0",3.47,0.1242,0,"1",431.7,"0","16045",13,183,2,0,1,"0",NA,4992.53,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175688","2013-04-09 17:35:52","19","158",NA,NA,"158","54785",3,0,"0",2.64,NA,4.8,"16",26.88,"0","25187",4,40,2,1,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175755","2013-05-19 17:50:21","29","132",NA,NA,"55","69641",2,3.5,"0",2.94,NA,4.35,"25",102.7,"0","8360",3,101,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175831","2012-11-17 00:00:27","10","100",NA,NA,"100","121285",2,3.5,"1",0.69,NA,4.63,"18",57.35,"1","877",1,1,2,0,1,"0",NA,13.75,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"175899","2013-05-04 21:35:42","32","220",NA,NA,"220","81925",4,3,"0",4.45,0.1667,5.2,"3",117.63,"0","4427",5,58,2,2,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"175949","2012-11-27 15:38:14","14","100",3.5,89.21,"119","138659",3,3.5,"1",2.89,0.1838,5.24,"19",137.74,"0","19244",12,181,2,0,1,"0",NA,3943.53,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176008","2012-11-07 15:47:14","5","219",NA,NA,"219","53141",4,4,"1",1.39,0.0524,5.19,"7",107,"1","9358",2,18,2,0,1,"0",NA,497.53,"1",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,42,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"176076","2013-02-20 21:07:28","16","31",NA,NA,"31","25326",3,5,"0",1.79,0.0013,4.79,"12",104.94,"0","23591",1,11,2,0,1,"0",NA,54.18,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176126","2013-01-03 08:36:01","5","219",NA,NA,"219","4042",3,4,"1",3.04,0.0388,4.68,"35",99,"0","28305",1,0,1,1,1,"1",NA,568.42,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"176193","2013-04-16 14:23:36","32","220",4,200.28,"129","75523",5,4.5,"1",4.93,0.0488,5.49,"16",129.88,"0","2290",3,127,2,0,1,"0",NA,8447.31,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176262","2013-02-11 12:22:55","5","219",NA,NA,"99","9084",3,3.5,"0",5.93,0.0053,5.4,"15",247,"1","13292",7,210,4,0,2,"0",NA,3711.74,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176313","2013-05-03 16:52:40","5","219",NA,NA,"219","73255",3,4.5,"1",1.61,0.0178,4.93,"7",140,"0","3459",2,7,5,0,1,"1",-17.1387,189.56,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"1",332.1,"1"
"176380","2013-02-13 22:02:59","5","219",NA,NA,"219","10188",3,4.5,"1",3.5,0.2343,4.92,"12",99,"0","7462",1,2,2,0,1,"1",NA,178.56,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"176439","2013-05-15 14:09:29","7","100",NA,NA,"100","70720",3,4,"0",3.71,0.1474,5.2,"14",183.12,"1","20438",2,56,2,1,1,"0",NA,NA,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"176492","2013-02-09 14:21:32","24","216",NA,NA,"99","62975",2,4.5,"0",4.23,0.2562,4.42,"27",77.51,"0","2219",1,4,1,0,1,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176558","2012-12-09 12:58:59","15","55",NA,NA,"55","49969",4,4.5,"1",4.54,0.1227,5.3,"6",174.85,"0","7934",1,3,2,0,1,"0",-56.0978,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,26,0,0,26,NA,NA,NA,"0",NA,"0"
"176623","2013-05-27 20:03:09","5","219",NA,NA,"219","124156",2,3.5,"0",2.64,NA,5.16,"13",104,"0","4754",2,15,2,0,1,"0",NA,165.79,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176685","2012-11-08 03:55:58","5","219",NA,NA,"219","113475",3,4.5,"1",3.14,0.0368,4.84,"28",79,"0","473",1,15,2,0,1,"1",NA,177.11,"1",NA,NA,NA,-1,0,20,-1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,20,"0",NA,"0"
"176749","2013-01-08 16:46:09","15","55",NA,NA,"55","139723",4,4.5,"1",2.56,0.0023,5.55,"18",255.3,"1","10979",2,98,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176827","2013-05-16 07:32:43","5","219",NA,NA,"88","60905",3,3.5,"0",0.69,9e-04,5.23,"30",115,"0","26919",3,68,1,0,1,"0",NA,1331.13,"0",NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176891","2012-12-13 10:19:52","5","219",NA,NA,"219","1076",3,4,"1",2.56,0.0314,4.76,"37",71,"0","28201",2,36,2,0,1,"1",NA,200.45,"0",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"176953","2013-02-04 10:41:47","5","219",NA,NA,"219","25467",5,4.5,"1",3.5,0.1973,5.53,"4",229,"0","13539",1,11,2,0,1,"1",NA,7.81,"0",NA,NA,NA,NA,1,NA,1,1,4,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177031","2013-06-12 21:35:39","5","219",NA,NA,"219","115026",4,4,"1",5.21,0.0213,0,"21",624,"0","13524",1,370,2,0,1,"0",-31.8639,1713.54,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"177096","2013-05-20 23:21:03","15","55",NA,NA,"152","22937",3,0,"0",3.22,0.2564,4.63,"18",99.16,"0","12107",1,21,2,0,1,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0"
"177167","2013-05-14 17:55:46","5","219",NA,NA,"219","19311",3,4.5,"1",3.04,0.004,4.7,"30",99,"0","15764",2,3,4,0,2,"1",NA,179.41,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177225","2013-05-24 20:54:15","5","219",NA,NA,"219","109734",3,3.5,"1",0.69,NA,4.82,"28",135,"0","14395",2,14,2,2,1,"1",NA,2.34,"0",NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177294","2013-03-12 16:00:03","15","13",NA,NA,"181","127853",4,4,"0",4.28,0.1507,5.26,"20",3007.45,"0","18405",3,51,2,0,1,"1",NA,NA,"0",1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,19,1,0,20,1,0,22,NA,NA,NA,"0",NA,"0"
"177351","2012-11-13 21:01:26","5","219",NA,NA,"215","58363",4,4,"0",4.82,0.0237,5,"24",89,"0","9371",2,18,2,0,1,"1",NA,5025.78,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"177417","2013-02-19 15:21:17","5","219",NA,NA,"219","114096",3,4,"1",1.61,NA,4.99,"28",62,"0","8725",1,11,2,0,1,"1",NA,NA,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,1,0,107,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177488","2013-06-27 21:06:15","5","219",NA,NA,"219","88466",2,3,"1",2.56,0.0956,0,"12",109,"0","18317",1,64,2,0,1,"1",NA,267.63,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
"177555","2013-05-14 04:18:18","5","219",NA,NA,"219","16319",3,5,"1",2.08,NA,4.55,"28",104,"0","18876",6,5,2,0,1,"0",NA,NA,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177628","2012-12-12 08:31:42","5","219",NA,NA,"219","105741",4,4.5,"0",0,0.0172,5.24,"17",149,"0","3806",1,10,1,2,1,"1",NA,278.62,"0",NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177696","2013-02-14 14:49:56","5","219",NA,NA,"219","125066",4,4,"1",3.22,0.1762,5.03,"22",119,"0","20874",1,0,2,0,1,"1",NA,6.95,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,74,NA,NA,NA,NA,NA,NA,0,0,NA,"0",NA,"0"
"177771","2013-06-25 16:12:10","14","100",NA,NA,"202","82502",5,4.5,"1",4.88,0.186,0,"3",499.29,"0","25026",17,257,2,0,1,"0",NA,9828.31,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0"
